"","logFC","AveExpr","t","P.Value","adj.P.Val","B","gene"
"EIF4E",0.290881436305178,-0.0504361317281943,1.88783563042906,0.0818686078735326,0.187444341579169,-4.57418493638351,"EIF4E"
"EPHX4",-0.529332495996587,0.104113554111983,-1.87833426838533,0.0832439516506207,0.190348316177962,-4.58851113209993,"EPHX4"
"PTBP1",0.332004396259125,0.057204479755055,2.02608249785446,0.0536272680427985,0.138667020128108,-4.59095506630679,"PTBP1"
"FKBP2",0.298624485545202,0.0685477028205247,1.87346727986779,0.0839565418147072,0.191731306660288,-4.59583430837467,"FKBP2"
"CNDP1",-0.290803161008758,0.0164079207424188,-2.0215774603191,0.0541225733962134,0.139138812242578,-4.59889625025687,"CNDP1"
"BST1",-0.322045461802925,0.0655205327922744,-2.02014298877739,0.0542811340138891,0.139345075628728,-4.6014222069476,"BST1"
"RAB10",0.465812178519384,-0.07447269187313,2.01847605783039,0.0544659061679315,0.139377719129567,-4.60435589959619,"RAB10"
"TRAP1",0.384165364849977,0.0341659102502109,2.01838511388845,0.0544760029084682,0.139377719129567,-4.60451590562301,"TRAP1"
"CAB39",0.385033661370731,-0.0667220028853842,2.01042255582462,0.0553664644949991,0.141113095038114,-4.61850526285939,"CAB39"
"G6PD",0.397255930340288,-0.0775151330260158,2.00657044677195,0.0558018510066441,0.141816418486886,-4.62525885143062,"G6PD"
"ACLY",0.216228661954728,0.0277968633466467,2.00172788037009,0.0563534751134592,0.143014026001204,-4.63373579966671,"ACLY"
"ANKRD26",-0.246009516203673,0.173689382366027,-1.84655851159903,0.0879969179797748,0.199146428888427,-4.63613353464457,"ANKRD26"
"TMEM40",0.490826559614865,-0.247686484476441,1.8403433602686,0.0889547388546144,0.200040255413516,-4.6453953543151,"TMEM40"
"COPB1",0.313285851699592,0.00831315568881246,1.83968526153711,0.0890567073004525,0.200040255413516,-4.64637502874735,"COPB1"
"SUSD5",-0.284066706142793,0.0227931275565972,-1.99319924437253,0.0573367021684991,0.145095296099232,-4.64862958285416,"SUSD5"
"MOGS",-0.392315299125397,-0.0241290986311758,-1.9910186308454,0.0575905123033791,0.145513354791403,-4.65243032583472,"MOGS"
"LMAN1",-0.394404874080386,0.059545265938326,-1.83515903132016,0.0897608781994646,0.201243735231131,-4.65310763915986,"LMAN1"
"EIF4A1",0.295742884267637,0.0465976780485926,1.99037604028819,0.0576654947318377,0.145513354791403,-4.65354977189226,"EIF4A1"
"TCN2",0.289907124493201,0.0698577335163996,1.9880058775458,0.0579428085924276,0.146006029016896,-4.65767654767262,"TCN2"
"UROC1",0.576974836043302,-0.0854540911836981,1.98625468600949,0.0581484562199723,0.146129973829381,-4.66072334023518,"UROC1"
"IGKV3-20",0.671247655369834,-0.159749386537447,1.98618817361083,0.0581562796353016,0.146129973829381,-4.66083902309337,"IGKV3-20"
"ATP6AP2",0.366240582469011,0.0525974769952826,1.82123684909351,0.0919583699091752,0.205262158178698,-4.67375768760557,"ATP6AP2"
"GNS",-0.288687140179963,0.0275751986365027,-1.82047270883762,0.0920803717211599,0.20527691891221,-4.67488851657894,"GNS"
"EEF1D",0.287689373667607,-0.0291467523904159,1.97762149027996,0.0591717088107421,0.148471748905938,-4.67571546020964,"EEF1D"
"CR1",-0.233169637364312,0.0898947199290327,-1.97618770755649,0.0593431752612433,0.148692265901059,-4.6782007614969,"CR1"
