"","protein","thetabar","Q","alphamin","direction","optimal_cutpoint","method","youden","acc","sensitivity","specificity","AUC","pos_class","neg_class","prevalence","outcome","predictor","boot","FN","TP","TN","FP","z_alpha","log_sens_sp","pref","corr_sens","corr_spec","talpha_val_q","inv_talpha_val","d_talpha_val_q","d_talpha_val_p","c1_prev","c1","z_c1","z_alphamin","cat_c1","cat_alphamin"
"HMGB2","HMGB2",3.85803485890013,60.0035125439616,0.62,">=",-0.0368397886432348,"maximize_metric",0.7,0.785714285714286,0.7,1,0.8,"COVID19","HC",0.714285714285714,"class","x",NA,3,7,4,0,-1.01173072831771,-0.356674943938732,"Specificity: 502",0.7,0.9999,-5.71027302372484,0.00035491693178271,6201.38013801448,1748.26812613318,0.112766389882555,0.281915974706387,-2.13633025357949,-1.01173072831771,"FN: 1214","(-Inf,-0.8]"
"GRB2","GRB2",-1.17596234537932,54.3378224817643,1.06,">=",-0.088799344555337,"maximize_metric",0.178571428571429,0.666666666666667,0.75,0.428571428571429,0.464285714285714,"COVID19","HC",0.740740740740741,"class","x",NA,5,15,3,4,1.06725849157265,0.559615787935423,"Sensitivity: 369",0.75,0.428571428571429,0.203267253552423,0.724443844904998,4.04833333333333,4.87447429545324,0.421424290673191,1.2040694019234,0.607115075398843,1.06725849157265,"Neither: 735","(0.8, Inf]"
"PODXL2","PODXL2",3.50354195148657,71.0265585735426,0.63,">=",0.250802634276377,"maximize_metric",0.6,0.692307692307692,0.6,1,0.733333333333333,"COVID19","HC",0.769230769230769,"class","x",NA,4,6,3,0,-0.964480973320197,-0.510825623765991,"Specificity: 502",0.6,0.9999,-5.80237742749461,0.000299956172578804,6301.37013701439,2101.67724783785,0.100058108100612,0.33352702700204,-1.98278519679704,-0.964480973320197,"FN: 1214","(-Inf,-0.8]"
"IGLV6-57","IGLV6-57",2.62119393391987,154.743980126105,0.44,">=",-0.326202793123463,"maximize_metric",0.65,0.740740740740741,0.65,1,0.721428571428571,"COVID19","HC",0.740740740740741,"class","x",NA,7,13,7,0,-1.86222631827285,-0.430782916092454,"Specificity: 502",0.65,0.9999,-4.05239375586905,0.000537602733630357,4401.56015601609,820.009058354496,0.065204872874859,0.186299636785311,-2.42079289059993,-1.86222631827285,"FN: 1214","(-Inf,-0.8]"
"AHSP","AHSP",6.89948871757959,32.5024465288572,0.85,">=",-0.329676532099834,"maximize_metric",0.9,0.923076923076923,0.9,1,0.966666666666667,"COVID19","HC",0.769230769230769,"class","x",NA,1,9,3,0,0.0750136366249806,-0.105360515657826,"Neither: 1161",0.9,0.9999,-7.82867431042947,0.000296153410872371,8501.15011501244,2871.28442927747,0.101325740297433,0.33775246765811,-1.97021433267766,0.0750136366249806,"FN: 1214","(-0.8,0.8]"
"SLC3A2","SLC3A2",6.36413438485577,95.0119057302628,0.84,"<=",0.150249083347168,"maximize_metric",0.807142857142857,0.925925925925926,0.95,0.857142857142857,0.95,"COVID19","HC",0.740740740740741,"class","x",NA,1,19,6,1,0.0277638816274725,0.102857385439708,"Neither: 1161",0.95,0.857142857142857,-1.45574973660684,0.315380672586588,7.23333333333333,4.35782019572583,0.210862267535121,0.602463621528917,-1.18268748824895,0.0277638816274725,"FN: 1214","(-0.8,0.8]"
"EFNB2","EFNB2",1.20873499334837,25.3795193000903,1.06,"<=",0.270441944334589,"maximize_metric",0.3,0.714285714285714,0.8,0.5,0.575,"COVID19","HC",0.714285714285714,"class","x",NA,2,8,2,2,1.06725849157265,0.470003629245736,"Sensitivity: 369",0.8,0.5,-0.0831776616671935,0.673033978722173,4,4.44987410085534,0.444987410085534,1.11246852521384,0.334598604796344,1.06725849157265,"Neither: 735","(0.8, Inf]"
"MGAT1","MGAT1",7.2525326636867,73.2969794418253,0.89,">=",-0.187563085658382,"maximize_metric",0.857142857142857,0.962962962962963,1,0.857142857142857,0.971428571428571,"COVID19","HC",0.740740740740741,"class","x",NA,0,20,6,1,0.264012656615013,0.154150679827258,"Neither: 1161",0.9999,0.857142857142857,-1.56075277805097,0.317336383427572,7.525,4.43057871923063,0.206073428801425,0.588781225146928,-1.22339319440967,0.264012656615013,"FN: 1214","(-0.8,0.8]"
"AARS1","AARS1",3.84933235891939,132.81847187563,0.77,"<=",-0.0605607957346859,"maximize_metric",0.557142857142857,0.740740740740741,0.7,0.857142857142857,0.814285714285714,"COVID19","HC",0.740740740740741,"class","x",NA,6,14,6,1,-0.302984403355084,-0.202524264111474,"Neither: 1161",0.7,0.857142857142857,-1.30874547858506,0.281823807367994,6.825,4.44487516856525,0.22794231633668,0.651263760961941,-1.03750501575621,-0.302984403355084,"FN: 1214","(-0.8,0.8]"
"PPP1R7","PPP1R7",6.62947935727018,107.217087783712,0.82,">=",-0.0145189279034206,"maximize_metric",0.8,0.851851851851852,0.8,1,0.942857142857143,"COVID19","HC",0.740740740740741,"class","x",NA,4,16,7,0,-0.0667356283675437,-0.22314355131421,"Neither: 1161",0.8,0.9999,-7.55236109912017,0.000282520525905164,8201.1801180127,2903.62431474311,0.123917350373515,0.354049572495758,-1.92172975861101,-0.0667356283675437,"FN: 1214","(-0.8,0.8]"
"ITIH2","ITIH2",6.00963225218876,142.583698351649,0.88,"<=",0.273250241095463,"maximize_metric",0.857142857142857,0.962962962962963,1,0.857142857142857,0.935714285714286,"COVID19","HC",0.740740740740741,"class","x",NA,0,20,6,1,0.216762901617505,0.154150679827258,"Neither: 1161",0.9999,0.857142857142857,-1.53975216976215,0.318630175316379,7.46666666666666,4.40557011904573,0.206511099330269,0.590031712372196,-1.21967294218716,0.216762901617505,"FN: 1214","(-0.8,0.8]"
"NTS","NTS",1.59311761571604,60.6684366493074,0.56,"<=",0.154761277706644,"maximize_metric",0.421428571428571,0.777777777777778,0.85,0.571428571428571,0.707142857142857,"COVID19","HC",0.740740740740741,"class","x",NA,3,17,4,3,-1.29522925830275,0.397096858437648,"Specificity: 502",0.85,0.571428571428571,0.331359932810175,0.616476294614684,3.82666666666667,4.66304562905979,0.426498075828639,1.21856593093897,0.650242860472722,-1.29522925830275,"Neither: 735","(-Inf,-0.8]"
"ILF3","ILF3",3.99251028027674,96.5261961355223,0.63,">=",-0.0888155937884108,"maximize_metric",0.614285714285714,0.851851851851852,0.9,0.714285714285714,0.85,"COVID19","HC",0.740740740740741,"class","x",NA,2,18,5,2,-0.964480973320197,0.231111720963387,"Specificity: 502",0.9,0.714285714285714,-0.32827370598102,0.502659665627257,4.123,4.0079860173633,0.340236504020654,0.972104297201868,-0.0829908920591086,-0.964480973320197,"Neither: 735","(-Inf,-0.8]"
"NEO1","NEO1",6.52104382745116,82.7224674902909,0.79,"<=",0.167009138535761,"maximize_metric",0.85,0.888888888888889,0.85,1,0.95,"COVID19","HC",0.740740740740741,"class","x",NA,3,17,7,0,-0.208484893360068,-0.162518929497775,"Neither: 1161",0.85,0.9999,-7.27604788781087,0.000307977701172788,7901.21012101297,2566.33114934241,0.113680801866169,0.324802291046197,-2.00874165414803,-0.208484893360068,"FN: 1214","(-0.8,0.8]"
